Date of Publication,Month,Section,Headline Text,Article Text,Keyword ,Segment_1,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual_1,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji,Humanization,Mechanistic Dehumanization,Animalistic Dehumanization,Infrahumanization Primary Emotions,Infrahumanization Secondary Emotions,Care_Score,Fairness_Score,Loyalty_Score,Authority_Score,Sanctity_Score,Care_Sentiment,Fairness_Sentiment,Loyalty_Sentiment,Authority_Sentiment,Sanctity_Sentiment,Masculine,Feminine,Care_Virtue,Care_Vice,Fairness_Virtue,Fairness_Vice,Loyalty_Virtue,Loyalty_Vice,Authority_Virtue,Authority_Vice,Sanctity_Virtue,Sanctity_Vice,Deontology,Consequentialism,Moral_Emotions_General,Contempt,Anger,Disgust,Shame,Embarrassment,Guilt,Compassion,Gratitude,Elevation,Valence_Pos,Valence_Neg,Valence_Neut,Sociability_Freq,Sociability_Direction,Morality_Freq,Morality_Direction,Ability_Freq,Ability_Direction,Agency_Freq,Agency_Direction,Health_Freq,Health_Direction,Status_Freq,Status_Direction,Work_Freq,Work_Direction,Politics_Freq,Politics_Direction,Religion_Freq,Religion_Direction,Beliefs_Other_Freq,Beliefs_Other_Direction,Inhabitant_Freq,Country_Freq,Feelings_Freq,Relatives_Freq,Clothing_Freq,Ordinariness_Freq,Ordinariness_Direction,Body_Part_Freq,Body_Property_Freq,Skin_Freq,Body_Covering_Freq,Beauty_Freq,Beauty_Direction,Insults_Freq,STEM_Freq,Humanities_Freq,Art_Freq,Social_Groups_Freq,Lacks_Knowledge_Freq,Fortune_Freq,Threat,Segment,bathroom,Houston,equality,predator,assault,woman,sexual,slogan,discrimination,gay,transgender,safety,condition 
10/30/15,18,Domestic,White House offers support for Houston equal rights measure ,"HOUSTON (AP) — An ordinance that would establish nondiscrimination protections for gay and transgender people in Houston, the nation's fourth largest city, got support this week from heavy hitters including the White House and high tech giant Apple.
Houston residents will vote Tuesday on the contested Houston Equal Rights Ordinance.
""While the Administration generally does not take a formal position on specific proposals or initiatives, the President and Vice President have been strong supporters of state and local efforts to protect Americans from being discriminated against based on who they are and who they love,"" White House spokesman Jeff Tiller said in a statement Thursday.
""We're confident that the citizens of Houston will vote in favor of fairness and equality.""
Supporters of the ordinance say the measure would not only offer increased protections for gay and transgender people, but it would provide a wealth of protections against discrimination based on sex, race, age, religion and other categories.
Opponents, who contend the ordinance would infringe on their religious beliefs against homosexuality, have focused their campaign on labeling it the ""bathroom ordinance,"" alleging that it would open the door for sexual predators to go into women's restrooms. The ""bathroom ordinance"" strategy has been called highly misleading by Houston Mayor Annise Parker, who is gay, and other supporters of the ordinance.
Cupertino, California-based Apple said its ""stores and our company are open to everyone, regardless of where they come from, what they look like, how they worship or who they love.""
""Apple supports Proposition 1 as it sends a clear message that Houston is focused on a future of inclusion, diversity and continued prosperity,"" the company added in its statement.
Apple CEO Tim Cook came out last year as the first openly gay chief executive of a Fortune 500 company.
Houston's ordinance also has received support from Democratic presidential candidate Hillary Rodham Clinton, who on Thursday tweeted: ""No one should face discrimination for who they are or who they love_I support efforts for equality in Houston & beyond.""
The high-profile support comes as the outcome of Tuesday's vote is considered uncertain, with one political expert believing the measure is leaning toward being defeated.
Robert Stein, a political scientist at Rice University in Houston, said the ordinance ""could go to defeat by a big margin"" because of possibly heavy Republican voter turnout.
""That's probably why you have the efforts in the last days of the election (to show support from) the president, Hillary Clinton,"" he said.
Kevin Nix, a spokesman for Houston Unites, the campaign backing the ordinance, said the high-profile support will ""boost the momentum as we head into Tuesday.""
""I think it's going to be a tight race but we're feeling pretty good,"" he said.
Houston Unites announced Friday that other companies also have offered their support of the ordinance, including General Electric, Hewlett-Packard and BASF. But Jared Woodfill, a spokesman for Campaign for Houston, which is fighting the ordinance, called the big-name support a sign of desperation.
""It's a Hail Mary pass at the last minute that is not going to work,"" he said.
Woodfill said opponents of the ordinance have included a diverse group of individuals, including pastors from all denominations and local and state elected officials.
One of those officials, Texas Lt. Gov. Dan Patrick, on Thursday tweeted: ""HOUSTON: Liberals from Hollywood and Washington, D.C. are trying to impose their radical agenda in Texas. Vote NO on Houston's Prop 1!""",Campaign for Houston ,1,570,87.74,67.78,14.46,55.75,22.8,32.98,81.05,58.6,44.74,8.77,5.09,0.18,0.7,0.18,0.53,2.11,3.68,12.98,8.25,1.23,13.86,6.67,1.93,5.09,0.88,14.39,7.02,2.81,7.89,1.23,1.75,5.26,9.3,0.88,8.42,1.05,1.23,1.4,1.4,0,3.86,0,3.33,2.81,0.53,0.88,0.7,0.18,0,0,0,0,16.84,7.89,1.93,0,0.7,0.53,2.98,8.77,0,0,0.18,1.05,4.21,3.86,0,0.35,4.39,0,0.53,2.63,0.53,0.7,2.28,0,0,0,0,0,1.23,0.35,0,0.18,0,0.53,0,0,0,0.18,0.7,0.18,4.56,7.19,0.53,1.23,4.91,0.7,0,0.7,2.98,3.51,3.86,1.58,0.35,0.35,0,0,0,20.18,4.39,6.84,0,0.18,1.75,7.02,0,0,0,0.18,0,0.35,3.53,3.7,3.35,3.45,2.84,-1.97,-0.13,1.17,0.26,-0.01,0.35,2.11,0.35,0.18,0.88,0.7,1.23,0,1.4,0,0.7,0.18,0.18,0.53,0.18,0,0,0,0,0,0,0,0,0.18,2.63,1.73,17.05,263.16,1.93,368.42,0.88,70.18,0.7,157.89,1.05,105.26,-1.05,368.42,0.18,526.32,0,210.53,0.18,87.72,0.88,0,0,35.09,52.63,192.98,0,52.63,105.26,0,122.81,140.35,87.72,17.54,35.09,0.35,0,87.72,0,87.72,105.26,35.09,17.54,0.35,1,1.05,2.28,0.35,0,0,0,0.18,0,0.35,0.7,0.35,0,1
10/30/15,18,Domestic,White House offers support for Houston equal rights measure ,"HOUSTON (AP) — An ordinance that would establish nondiscrimination protections for gay and transgender people in Houston, the nation's fourth largest city, got support this week from heavy hitters including the White House and high tech giant Apple.
Houston residents will vote Tuesday on the contested Houston Equal Rights Ordinance.
""While the Administration generally does not take a formal position on specific proposals or initiatives, the President and Vice President have been strong supporters of state and local efforts to protect Americans from being discriminated against based on who they are and who they love,"" White House spokesman Jeff Tiller said in a statement Thursday.
""We're confident that the citizens of Houston will vote in favor of fairness and equality.""
Supporters of the ordinance say the measure would not only offer increased protections for gay and transgender people, but it would provide a wealth of protections against discrimination based on sex, race, age, religion and other categories.
Opponents, who contend the ordinance would infringe on their religious beliefs against homosexuality, have focused their campaign on labeling it the ""bathroom ordinance,"" alleging that it would open the door for sexual predators to go into women's restrooms. The ""bathroom ordinance"" strategy has been called highly misleading by Houston Mayor Annise Parker, who is gay, and other supporters of the ordinance.
Cupertino, California-based Apple said its ""stores and our company are open to everyone, regardless of where they come from, what they look like, how they worship or who they love.""
""Apple supports Proposition 1 as it sends a clear message that Houston is focused on a future of inclusion, diversity and continued prosperity,"" the company added in its statement.
Apple CEO Tim Cook came out last year as the first openly gay chief executive of a Fortune 500 company.
Houston's ordinance also has received support from Democratic presidential candidate Hillary Rodham Clinton, who on Thursday tweeted: ""No one should face discrimination for who they are or who they love_I support efforts for equality in Houston & beyond.""
The high-profile support comes as the outcome of Tuesday's vote is considered uncertain, with one political expert believing the measure is leaning toward being defeated.
Robert Stein, a political scientist at Rice University in Houston, said the ordinance ""could go to defeat by a big margin"" because of possibly heavy Republican voter turnout.
""That's probably why you have the efforts in the last days of the election (to show support from) the president, Hillary Clinton,"" he said.
Kevin Nix, a spokesman for Houston Unites, the campaign backing the ordinance, said the high-profile support will ""boost the momentum as we head into Tuesday.""
""I think it's going to be a tight race but we're feeling pretty good,"" he said.
Houston Unites announced Friday that other companies also have offered their support of the ordinance, including General Electric, Hewlett-Packard and BASF. But Jared Woodfill, a spokesman for Campaign for Houston, which is fighting the ordinance, called the big-name support a sign of desperation.
""It's a Hail Mary pass at the last minute that is not going to work,"" he said.
Woodfill said opponents of the ordinance have included a diverse group of individuals, including pastors from all denominations and local and state elected officials.
One of those officials, Texas Lt. Gov. Dan Patrick, on Thursday tweeted: ""HOUSTON: Liberals from Hollywood and Washington, D.C. are trying to impose their radical agenda in Texas. Vote NO on Houston's Prop 1!""",Campaign for Houston ,1,570,87.74,67.78,14.46,55.75,22.8,32.98,81.05,58.6,44.74,8.77,5.09,0.18,0.7,0.18,0.53,2.11,3.68,12.98,8.25,1.23,13.86,6.67,1.93,5.09,0.88,14.39,7.02,2.81,7.89,1.23,1.75,5.26,9.3,0.88,8.42,1.05,1.23,1.4,1.4,0,3.86,0,3.33,2.81,0.53,0.88,0.7,0.18,0,0,0,0,16.84,7.89,1.93,0,0.7,0.53,2.98,8.77,0,0,0.18,1.05,4.21,3.86,0,0.35,4.39,0,0.53,2.63,0.53,0.7,2.28,0,0,0,0,0,1.23,0.35,0,0.18,0,0.53,0,0,0,0.18,0.7,0.18,4.56,7.19,0.53,1.23,4.91,0.7,0,0.7,2.98,3.51,3.86,1.58,0.35,0.35,0,0,0,20.18,4.39,6.84,0,0.18,1.75,7.02,0,0,0,0.18,0,0.35,3.53,3.7,3.35,3.45,2.84,-1.97,-0.13,1.17,0.26,-0.01,0.35,2.11,0.35,0.18,0.88,0.7,1.23,0,1.4,0,0.7,0.18,0.18,0.53,0.18,0,0,0,0,0,0,0,0,0.18,2.63,1.73,17.05,263.16,1.93,368.42,0.88,70.18,0.7,157.89,1.05,105.26,-1.05,368.42,0.18,526.32,0,210.53,0.18,87.72,0.88,0,0,35.09,52.63,192.98,0,52.63,105.26,0,122.81,140.35,87.72,17.54,35.09,0.35,0,87.72,0,87.72,105.26,35.09,17.54,0.35,1,1.05,2.28,0.35,0,0,0,0.18,0,0.35,0.7,0.35,0,1
10/30/15,18,Chris Bell,@Bell4lastRound,#HERO is vital to #Houston. Tuesday is your last chance to vote #YesOnProp1. Don't forget!,,1,15,39.7,96.04,19.26,97.84,5,20,93.33,53.33,40,6.67,6.67,0,0,6.67,0,0,0,6.67,0,6.67,13.33,20,0,0,6.67,26.67,6.67,0,0,0,0,0,13.33,0,13.33,0,0,0,6.67,0,0,6.67,6.67,6.67,0,0,0,0,0,0,0,0,13.33,6.67,0,0,0,6.67,0,13.33,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,26.67,0,0,0,0,0,0,46.67,13.33,0,0,6.67,6.67,20,0,0,0,0,0,0,3.44,3.99,4.62,2.69,3.34,8.65,4.17,3.7,4.96,7.73,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,2.93,1.6,15.47,0,0,666.67,6.67,0,0,0,0,0,0,666.67,-6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666.67,666.67,0,0,0,0,0,0,0,666.67,0,0,666.67,0,1,0,6.67,0,0,0,0,0,0,0,0,0,0,2
10/30/15,18,Chris Bell,@Bell4lastRound,#HERO is vital to #Houston. Tuesday is your last chance to vote #YesOnProp1. Don't forget!,,1,15,39.7,96.04,19.26,97.84,5,20,93.33,53.33,40,6.67,6.67,0,0,6.67,0,0,0,6.67,0,6.67,13.33,20,0,0,6.67,26.67,6.67,0,0,0,0,0,13.33,0,13.33,0,0,0,6.67,0,0,6.67,6.67,6.67,0,0,0,0,0,0,0,0,13.33,6.67,0,0,0,6.67,0,13.33,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,26.67,0,0,0,0,0,0,46.67,13.33,0,0,6.67,6.67,20,0,0,0,0,0,0,3.44,3.99,4.62,2.69,3.34,8.65,4.17,3.7,4.96,7.73,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,2.93,1.6,15.47,0,0,666.67,6.67,0,0,0,0,0,0,666.67,-6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666.67,666.67,0,0,0,0,0,0,0,666.67,0,0,666.67,0,1,0,6.67,0,0,0,0,0,0,0,0,0,0,2
10/30/15,18,Ben Hall, @BenHall2049,Thank you to all the voters at the City of Houston Metropolitan Multi-Service Center!#BenHallforHouston #VoteNoProp1,,1,16,99,94.84,15.38,96.74,16,31.25,75,56.25,43.75,6.25,6.25,0,0,6.25,0,0,0,18.75,12.5,6.25,18.75,0,0,0,0,6.25,0,12.5,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,18.75,6.25,6.25,6.25,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,6.25,0,18.75,0,0,0,0,0,0,1.95,1.7,2.33,2.44,1.16,2.17,1.44,1.18,2.28,-1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,0,625,625,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.25,0,0,0,0,0,0,0,0,0,0,2
10/30/15,18,Campaign for Houston, @nohoustonprop6,It's the homestretch !!!!! Help us keep blasting the truth on radio and TV https://youtu.be/BeFxSxZQr9w,,1,18,66.04,92.24,1,93.93,9,16.67,72.22,50,38.89,11.11,5.56,0,5.56,0,0,0,5.56,11.11,11.11,5.56,5.56,11.11,0,5.56,0,16.67,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,16.67,11.11,5.56,5.56,0,5.56,0,0,0,0,11.11,5.56,5.56,0,0,0,0,5.56,0,0,0,0,11.11,0,0,11.11,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,5.56,0,5.56,5.56,0,0,0,61.11,5.56,0,0,27.78,5.56,22.22,0,5.88,0,0,0,0,1.51,1.7,1.47,1.39,1.96,3.34,2.74,1.85,3.1,3.11,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,23.41,588.24,5.88,588.24,-5.88,0,0,0,0,0,0,0,0,1176.47,0,0,0,0,0,0,0,0,588.24,0,0,0,0,0,588.24,0,0,0,0,0,0,0,0,588.24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
10/30/15,18,Houston Unites, @Houston)_Unites,Houstonians stand together against #Gaslamp - and any instance of discrimination in our city. #YesOnProp1 #HERO,,1,15,96.08,96.04,99,97.84,7.5,46.67,86.67,40,40,6.67,6.67,0,6.67,0,0,0,0,13.33,0,6.67,20,0,0,6.67,0,0,0,0,20,13.33,0,6.67,13.33,0,13.33,0,0,0,6.67,0,6.67,0,6.67,6.67,0,0,0,0,0,0,0,0,26.67,13.33,0,0,6.67,6.67,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,6.67,0,0,0,0,0,0,0,0,33.33,6.67,0,0,0,0,26.67,0,0,0,0,0,0,4.17,5.85,4.53,3.52,3.59,1.52,2.38,1.62,1.4,-1.18,0,6.67,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,2.47,26.67,0,0,1333.33,0,0,0,0,0,0,0,666.67,6.67,0,0,0,0,0,0,666.67,0,0,666.67,666.67,0,0,0,0,0,666.67,0,0,0,0,0,0,0,666.67,0,0,0,0,1,6.67,0,0,0,0,0,0,0,6.67,0,0,0,2
10/30/15,18,Houston Unites, @Houston)_Unites,Houstonians believe in fairness. Discriminatory businesses like #Gaslamp don't represent any of our values. #HERO,,1,15,89.52,96.04,19.26,97.84,5,46.67,80,53.33,40,6.67,6.67,0,6.67,0,0,0,0,13.33,0,0,20,6.67,0,0,6.67,20,0,0,13.33,6.67,0,6.67,20,0,20,6.67,0,0,6.67,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,26.67,20,0,0,6.67,13.33,0,13.33,0,0,0,0,0,0,0,0,6.67,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,6.67,0,0,0,0,0,6.67,0,0,0,0,0,0,33.33,13.33,0,0,0,6.67,13.33,0,0,0,0,0,0,4.7,7.22,6.38,4.56,5.81,4.72,9.24,8.89,6.42,6.8,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2,1.2,36.27,666.67,6.67,2000,6.67,666.67,6.67,0,0,0,0,666.67,6.67,0,0,0,0,0,0,1333.33,0,0,0,666.67,0,0,0,0,0,0,666.67,0,666.67,6.67,0,0,0,1333.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
10/30/15,18,Houston Unites, @Houston)_Unites,"Protesters outside of #Gaslamp: ""No discrimination! When do we want it? Now!"" #YesOnProp1 #HERO",,1,14,7.34,97.11,24.32,98.65,3.5,35.71,92.86,64.29,57.14,14.29,7.14,0,7.14,0,0,0,7.14,7.14,0,7.14,14.29,7.14,14.29,7.14,7.14,14.29,7.14,0,14.29,7.14,0,7.14,14.29,7.14,7.14,0,0,7.14,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,28.57,21.43,0,0,14.29,7.14,7.14,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,14.29,7.14,0,0,7.14,0,0,0,14.29,0,7.14,0,0,0,0,0,0,64.29,0,0,7.14,14.29,0,42.86,0,0,0,0,0,0,5.67,6.82,5.48,4.92,4.07,2.64,1.34,1.28,1.99,-1.69,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,1.21,30.64,0,0,1428.57,0,714.29,7.14,0,0,0,0,714.29,-7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714.29,0,0,0,714.29,0,714.29,0,714.29,0,0,1,7.14,0,0,0,0,0,0,0,7.14,0,0,0,2
10/30/15,18,Houston Unites, @Houston)_Unites,"Rapper 
@BunBTrillOG
 standing with fair-minded Houstonians, protesting discrimination at #Gaslamp! #YesOnProp1",,1,11,99,40.06,5.07,20.23,5.5,72.73,54.55,27.27,18.18,0,0,0,0,0,0,0,0,0,0,9.09,18.18,0,0,0,0,9.09,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,18.18,0,0,18.18,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,54.55,0,9.09,0,9.09,0,36.36,0,0,0,0,0,0,3.07,6.86,4.14,5.43,3.5,0.03,-6.83,-5.26,-6.49,-5.69,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,2.27,23.91,0,0,1818.18,0,0,0,0,0,0,0,909.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909.09,0,0,0,0,0,0,0,0,0,0,0,0,1,9.09,0,0,0,0,0,0,0,9.09,0,0,0,2
10/30/15,18,Houston Unites, @Houston)_Unites,"Right now: Houstonians outside of #Gaslamp, protesting racial discrimination. #YesOnProp1 #HERO",,1,11,97.37,86.82,50.45,99,5.5,54.55,81.82,36.36,27.27,0,0,0,0,0,0,0,0,0,0,9.09,18.18,0,9.09,0,0,9.09,9.09,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,27.27,27.27,0,0,18.18,9.09,9.09,9.09,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,9.09,0,0,0,9.09,0,9.09,0,0,0,0,0,0,54.55,9.09,9.09,0,0,0,36.36,0,0,0,0,0,0,6.79,13.41,8.8,9.02,7.32,5.75,-3.76,-4.51,-1.3,-6.36,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,1.55,29.36,0,0,3636.36,0,0,0,0,0,0,0,0,0,0,0,909.09,9.09,0,0,0,0,0,0,0,0,0,0,0,909.09,0,0,0,0,0,0,0,0,909.09,0,0,0,0,1,9.09,0,0,0,0,0,0,0,9.09,0,0,0,2
10/30/15,18,Houston Unites, @Houston)_Unites,"#Apple, 
@HP
, 
@generalelectric
, 
@BASF
 & 
@EMCCorp
 support #YesOnProp1 to protect #HERO: http://bit.ly/1My9QnL",,1,15,96.08,77.41,1,97.84,15,40,66.67,26.67,6.67,0,0,0,0,0,0,0,0,0,0,13.33,6.67,0,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13.33,6.67,6.67,0,6.67,0,0,0,0,13.33,13.33,6.67,0,0,6.67,0,6.67,0,0,0,0,13.33,0,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,113.33,6.67,20,0,0,0,86.67,0,0,0,0,0,0,4.75,5.12,4.95,3.77,3.7,8.83,9.18,10.34,9.1,6.78,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64,1.71,9.93,714.29,7.14,1428.57,14.29,0,0,0,0,0,0,0,0,714.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714.29,0,0,0,7.14,1,0,0,0,0,0,0,0,0,0,0,0,0,2
10/30/15,18,Houston Unites, @Houston)_Unites,THIS WEEKEND: Get out the #YesOnProp1 vote! Sign up for a shift here: http://bit.ly/1My9Dkv,,1,18,99,40.06,77.17,1,9,16.67,83.33,55.56,38.89,5.56,0,0,0,0,0,0,5.56,16.67,11.11,11.11,16.67,0,5.56,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,5.56,0,5.56,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,5.56,0,0,0,5.56,5.56,0,0,0,50,5.56,0,0,5.56,0,38.89,0,0,0,0,0,0,2.54,2.4,2.67,2.46,2.03,-0.87,-1.57,0.89,-0.27,-0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,23.18,0,0,0,0,0,0,0,0,588.24,-5.88,588.24,-5.88,588.24,0,0,0,0,0,0,0,0,0,0,0,588.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
10/30/15,18,Houston Unites, @Houston)_Unites,TONIGHT: Protest discrimination at #Gaslamp! We'll see you there: http://on.fb.me/1NGe0Hm #HERO #YesOnProp1,,1,17,46.7,99,46.57,20.23,8.5,35.29,94.12,52.94,35.29,17.65,17.65,5.88,5.88,5.88,0,0,0,0,0,11.76,11.76,5.88,5.88,0,0,11.76,0,0,11.76,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,11.76,5.88,5.88,5.88,0,5.88,0,0,0,0,29.41,17.65,0,0,11.76,5.88,5.88,17.65,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,11.76,0,0,5.88,5.88,0,0,5.88,0,0,5.88,11.76,11.76,0,0,0,76.47,11.76,0,0,5.88,5.88,52.94,0,0,0,0,0,0,3.19,4.75,3.62,3.3,2.92,0.99,0.48,0.74,0.81,-0.04,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0.75,22.69,0,0,1250,0,625,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0,0,1,6.25,0,0,0,0,0,0,0,6.25,0,0,0,2
10/30/15,18,Houston Unites, @Houston)_Unites,"Our plan to win:
1. Fill 300 volunteer shifts
2. Knock on 50K doors

Help get out the vote! http://bit.ly/1Mu406U",,1,24,98.55,84.23,68.87,20.23,6,8.33,91.67,37.5,20.83,4.17,4.17,0,4.17,0,0,0,0,8.33,4.17,20.83,12.5,0,0,0,0,8.33,0,4.17,16.67,8.33,8.33,0,4.17,0,4.17,4.17,0,0,0,0,0,0,16.67,8.33,8.33,4.17,0,4.17,0,0,0,0,12.5,8.33,8.33,0,0,0,0,4.17,0,0,0,0,8.33,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,4.17,0,4.17,0,0,12.5,16.67,0,4.17,12.5,0,0,0,0,0,0,4.17,4.17,4.17,0,0,0,37.5,12.5,0,0,4.17,0,20.83,0,4.35,0,0,0,0,3.73,4.39,3.39,3.05,3.81,3.78,4.29,5.76,5.4,4.19,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,20.04,434.78,4.35,434.78,-4.35,0,0,0,0,0,0,869.57,0,869.57,0,0,0,0,0,0,0,434.78,0,434.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
10/30/15,18,Houston Unites, @Houston)_Unites,Less than 6 hours left to early vote. Go now—vote #YesOnProp1 to protect #HERO! http://HoustonUnites.org/Election-Center,,1,20,94.88,40.06,99,20.23,6.67,20,95,45,25,0,0,0,0,0,0,0,0,5,0,10,15,0,5,5,0,5,10,10,5,0,0,5,5,0,5,0,0,0,0,0,5,0,10,5,5,5,0,5,0,0,0,0,5,5,0,0,0,5,0,5,0,0,0,0,20,15,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,10,0,5,10,0,0,0,15,0,5,0,5,5,0,0,0,50,10,0,0,5,0,35,0,0,0,0,0,0,3.77,5.18,4.66,3.75,3.65,3.17,3.84,5.54,6.87,0.98,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0.63,8.58,0,0,526.32,5.26,0,0,0,0,0,0,0,0,0,0,526.32,-5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526.32,0,0,0,5.26,1,0,0,0,0,0,0,0,0,0,0,0,0,2
